Student_Names,Phone_No.,CIA_1,CIA_2,CIA_3,Grade,Comment,Roll No.,School Name,Student Address
Sara Sanchez,9106030444.0,92.0,84.0,36.0,B,Average Performance,542355,Martin Luther School,"752 Adrian Falls, North Amy, LA 23961"
Robert Baker,9327677919.0,81.0,79.0,10.0,C,Below Average Achivement,598363,Martin Luther School,"954 Hughes Circles, Vanessahaven, WV 30747"
David Allen,9030797722.0,19.0,64.0,74.0,C,Below Average Achivement,588551,Martin Luther School,"97777 Brianna Drive, Port Jill, MT 34191"
Jamie Roberts,9943817772.0,32.0,61.0,11.0,D,Poor Pursuance,530485,Martin Luther School,"36475 Pearson Street, East Deniseview, UT 63623"
Paul Miller,9704643425.0,46.0,92.0,63.0,B,Average Performance,511992,Martin Luther School,"5299 Delgado Radial Apt. 149, Dominguezfurt, SD 25311"
Laura Cox,9157582505.0,19.0,51.0,34.0,D,Poor Pursuance,584379,Martin Luther School,"937 Frank Mountains, North Denise, NE 90132"
Joshua Hardy,9885294729.0,81.0,61.0,66.0,B,Average Performance,562560,Martin Luther School,"036 Thomas Land Apt. 733, Gloverhaven, NJ 96189"
Laurie Miller,9140041438.0,93.0,52.0,44.0,B,Average Performance,584850,Martin Luther School,"31446 Kim Port Apt. 275, East Maria, OH 23863"
Stephanie Evans,9593567235.0,26.0,78.0,13.0,D,Poor Pursuance,565553,Martin Luther School,"1198 Rice Drive Apt. 076, East William, OR 36473"
Jennifer Holden,9492194481.0,88.0,17.0,27.0,D,Poor Pursuance,589288,Martin Luther School,"13715 Carter Pine, South Mary, MN 32708"
Oscar Moore,9507722650.0,98.0,87.0,64.0,A,Very Good Achivement,529996,Martin Luther School,"911 Thomas Path Apt. 743, Ruthmouth, NH 44117"
Ellen Cardenas,9064647231.0,21.0,13.0,34.0,F,Failed,577451,Martin Luther School,"94331 Rhonda Burg, West Andreafort, FM 53251"
Joshua Robinson,9111677855.0,97.0,26.0,13.0,D,Poor Pursuance,598062,Martin Luther School,"97526 Chelsea Plains Apt. 081, Nicolefort, ND 54977"
Susan Lewis,9530862601.0,72.0,86.0,51.0,B,Average Performance,563886,Martin Luther School,"99020 Lisa Flat, Alexisfurt, AK 91410"
Sheila Walker,9072531729.0,39.0,16.0,21.0,F,Failed,569294,Martin Luther School,"598 Kelly Vista Suite 445, Howellport, AZ 31333"
Kellie Hill,9995982745.0,48.0,84.0,20.0,D,Poor Pursuance,534926,Martin Luther School,"769 Devin Trafficway, West Tiffany, CA 10913"
James Mathis,9199587639.0,88.0,79.0,27.0,B,Average Performance,568482,Martin Luther School,"Unit 5553 Box 7638, DPO AA 21805"
Eric Norman,9564566128.0,12.0,20.0,62.0,F,Failed,573828,Martin Luther School,"70574 Ramos Mountains Suite 352, Port Brettburgh, PA 13202"
Amanda Stewart,9563644294.0,63.0,54.0,47.0,C,Below Average Achivement,552871,Martin Luther School,"7243 Jennifer Wall, Port Douglasfort, NV 62393"
James Conley,9813980969.0,55.0,50.0,59.0,C,Below Average Achivement,586120,Martin Luther School,"27980 Carlos Fort Apt. 165, Jennymouth, MI 99565"
Seth Johnson,9134779565.0,77.0,54.0,18.0,D,Poor Pursuance,586637,Martin Luther School,"32158 Juan Run Apt. 721, West Samanthabury, WA 36276"
Kristen Rodriguez,9337030407.0,42.0,82.0,81.0,B,Average Performance,547985,Martin Luther School,"2091 Thomas Greens, Hectorshire, MS 77510"
Judy Hampton,9512152830.0,83.0,70.0,90.0,A,Very Good Achivement,542152,Martin Luther School,"PSC 6044, Box 1818, APO AP 54469"
Maria Morales,9407286931.0,86.0,99.0,62.0,A,Very Good Achivement,508129,Martin Luther School,"PSC 7162, Box 3014, APO AA 40496"
Brittany Hernandez,9091824346.0,95.0,18.0,52.0,C,Below Average Achivement,586845,Martin Luther School,"349 Jaime Field, Marshallburgh, IN 65574"
Cory Watts,9368534334.0,60.0,56.0,77.0,B,Average Performance,535134,Martin Luther School,"4553 Cortez Vista Apt. 773, South Michelle, PA 38328"
Adrian Waters,9623817162.0,33.0,91.0,20.0,D,Poor Pursuance,566725,Martin Luther School,"4782 Ann Locks, West Donald, NV 98055"
Colin Cannon,9186239283.0,37.0,19.0,76.0,D,Poor Pursuance,589201,Martin Luther School,"05430 Jacob Valley, Craigfurt, OK 47306"
Courtney Reid,9610848976.0,46.0,53.0,82.0,C,Below Average Achivement,559692,Martin Luther School,"7912 Stephen Hills, Lambfurt, NJ 45085"
Jacob Williams,9799497676.0,95.0,47.0,14.0,C,Below Average Achivement,579657,Martin Luther School,"811 Bryant Turnpike Apt. 222, Caintown, SC 67195"
Phillip Rice,9299199977.0,57.0,39.0,84.0,C,Below Average Achivement,510707,Martin Luther School,"673 Alexis Corners, Micheleview, TX 23177"
Amanda Lynch,9634617440.0,56.0,21.0,60.0,D,Poor Pursuance,574601,Martin Luther School,"31639 Pamela Dale, South Robert, AL 19418"
Matthew Edwards,9884845709.0,75.0,57.0,81.0,B+,Good Pursuance,573668,Martin Luther School,"35827 Bianca Wells Apt. 401, Paulstad, WA 13828"
Hailey Bell,9218908244.0,100.0,44.0,32.0,C,Below Average Achivement,555932,Martin Luther School,"7401 Proctor Valleys, Hardyburgh, HI 63579"
John Vaughn,9964987551.0,23.0,52.0,76.0,D,Poor Pursuance,526432,Martin Luther School,"5464 Owens Brooks Apt. 563, East Carlton, AL 14617"
James Contreras,9415342091.0,36.0,89.0,36.0,C,Below Average Achivement,599582,Martin Luther School,"68648 Ruiz Locks Apt. 082, Watersville, MO 98005"
Micheal Carroll,9357492862.0,18.0,84.0,51.0,C,Below Average Achivement,567178,Martin Luther School,"001 Hall Shoal, East Gregory, NE 85199"
Jenna Moreno,9273830129.0,81.0,18.0,79.0,C,Below Average Achivement,542775,Martin Luther School,"2452 Nicole Corner Apt. 843, New Tracyburgh, ID 69575"
Tyler Arias,9388615202.0,18.0,19.0,34.0,F,Failed,561292,Martin Luther School,"6582 Williams Heights, New Claudiahaven, MD 11356"
John Torres,9295454744.0,24.0,89.0,50.0,C,Below Average Achivement,592906,Martin Luther School,"32179 Werner Islands, West Cynthiaburgh, AZ 93231"
John Hamilton,9625729077.0,20.0,57.0,28.0,D,Poor Pursuance,584693,Martin Luther School,"1574 Jared Roads, Deniseport, PR 86215"
Kristina Reed,9438861088.0,32.0,61.0,92.0,B,Average Performance,529112,Martin Luther School,"7562 Allen Drive, Angelastad, GA 03236"
Courtney Gonzalez,9549816361.0,55.0,100.0,17.0,C,Below Average Achivement,582430,Martin Luther School,"1065 Dan Drive Apt. 890, Alanchester, GU 66471"
Angela Butler,9855077079.0,91.0,94.0,17.0,B,Average Performance,538337,Martin Luther School,"4331 Thomas Greens, South Adamview, NY 23258"
Cheryl Long,9345094218.0,63.0,79.0,76.0,B+,Good Pursuance,566765,Martin Luther School,"9739 Hall Street, Lake Casey, IN 11821"
Joshua Moreno,9060215862.0,55.0,32.0,29.0,D,Poor Pursuance,552992,Martin Luther School,"9291 Tiffany Bridge Suite 616, New David, FM 20340"
Scott Fry,9933331722.0,32.0,52.0,17.0,D,Poor Pursuance,562237,Martin Luther School,"45344 Christopher Fields Apt. 861, Johnsonchester, WA 52446"
Calvin Freeman,9024701127.0,79.0,85.0,31.0,B,Average Performance,544684,Martin Luther School,"3052 Erica Mill Apt. 271, West Julieport, MP 67698"
Keith Jones,9227025940.0,14.0,27.0,58.0,D,Poor Pursuance,555830,Martin Luther School,"3128 Henson Extensions, Johnsonmouth, SD 02019"
Christina Rodriguez,9828281263.0,87.0,56.0,100.0,A,Very Good Achivement,500965,Martin Luther School,"67414 Allison Pines, West Laura, NE 67441"
Jessica Mccarthy,9474732808.0,47.0,67.0,45.0,C,Below Average Achivement,548801,Martin Luther School,"USCGC Moss, FPO AE 13461"
Brett Keller,9822022286.0,20.0,63.0,92.0,C,Below Average Achivement,530506,Martin Luther School,"9402 Michelle Ridge Apt. 742, Christinefurt, KS 41470"
Scott Bennett,9761078515.0,52.0,79.0,74.0,B,Average Performance,524218,Martin Luther School,"6803 Aaron Course Suite 923, South Stephanieville, MI 57102"
Ronald Kelley,9610595705.0,53.0,51.0,77.0,C,Below Average Achivement,554491,Martin Luther School,"0758 Holloway Groves Apt. 853, Catherineside, NJ 69042"
Adrian Lopez,9150287238.0,66.0,39.0,86.0,B,Average Performance,519848,Martin Luther School,"048 Herrera Union, Lake Richard, MH 21414"
Joseph Porter,9818848865.0,93.0,24.0,47.0,C,Below Average Achivement,583912,Martin Luther School,"302 Hays Hills, Troyfurt, CO 05371"
Henry Smith,9457306054.0,31.0,52.0,31.0,D,Poor Pursuance,586617,Martin Luther School,"USS Green, FPO AE 02526"
Rebecca Lee,9003439764.0,44.0,45.0,93.0,C,Below Average Achivement,523457,Martin Luther School,"120 Ashley Shoal, New William, VT 91193"
Ryan Stewart,9973430733.0,32.0,79.0,86.0,B,Average Performance,591832,Martin Luther School,"USS White, FPO AE 32103"
Teresa Hester,9449883593.0,55.0,92.0,58.0,B,Average Performance,583170,Martin Luther School,"762 Dawson Ridges Suite 662, Turnerfurt, RI 61445"
Scott Berry Jr.,9877667983.0,29.0,16.0,99.0,D,Poor Pursuance,593902,Martin Luther School,"55483 Karen Plain, New Shelly, IN 51408"
Kirk Hall,9639108535.0,91.0,96.0,51.0,B+,Good Pursuance,510664,Martin Luther School,"29773 Isaiah Courts Suite 751, Rodriguezbury, MI 21639"
Melissa Wilson,9835563410.0,33.0,54.0,26.0,D,Poor Pursuance,573614,Martin Luther School,"6503 Ruiz Road, North Robertberg, AL 13343"
Jesse Ingram,9864783926.0,65.0,47.0,33.0,D,Poor Pursuance,577348,Martin Luther School,"5876 Sara Stravenue, Torresmouth, TX 42216"
Michael Johnson,9791823765.0,87.0,26.0,48.0,C,Below Average Achivement,520038,Martin Luther School,"PSC 1089, Box 3183, APO AA 70045"
Nicole Watkins,9263257557.0,94.0,67.0,91.0,A,Very Good Achivement,516716,Martin Luther School,"800 Bates Lake Suite 154, Newtonview, SC 68658"
Debra Pope,9899764879.0,64.0,10.0,78.0,D,Poor Pursuance,514610,Martin Luther School,"USS Johnson, FPO AP 99070"
Theresa Davis,9865632413.0,46.0,45.0,17.0,D,Poor Pursuance,553558,Martin Luther School,"446 Tonya Forge, Lewisstad, AZ 17892"
Raymond Hernandez,9361032137.0,95.0,80.0,15.0,B,Average Performance,590928,Martin Luther School,"1249 Davis Forge Suite 715, Stephenborough, OK 60840"
Brian Leonard,9948464022.0,77.0,32.0,76.0,B,Average Performance,599115,Martin Luther School,"2593 Bryan Isle, Melissastad, MI 36437"
Karen Soto,9192144487.0,36.0,20.0,27.0,F,Failed,512467,Martin Luther School,"0643 Patel Street, South Phillipbury, CT 82751"
Jennifer Dickerson,9841371207.0,19.0,44.0,47.0,D,Poor Pursuance,521268,Martin Luther School,"Unit 1036 Box 0318, DPO AP 08117"
Stephen Bennett,9243706918.0,35.0,43.0,40.0,D,Poor Pursuance,562196,Martin Luther School,"30916 Anderson Pine, West Nicholas, NM 52627"
Ryan Rodriguez,9200797127.0,41.0,29.0,72.0,D,Poor Pursuance,501580,Martin Luther School,"798 Stevenson Harbors, South John, ID 85626"
Molly Buchanan,9376810318.0,98.0,88.0,94.0,A+,Excellent Performance,573367,Martin Luther School,"688 Angela Lodge, Warnerburgh, TN 78123"
Albert Lewis,9940295810.0,76.0,22.0,45.0,D,Poor Pursuance,563151,Martin Luther School,"97711 Frey Shores Suite 153, Jonesburgh, KY 38122"
Kathryn Mcmillan,9680263873.0,22.0,100.0,41.0,C,Below Average Achivement,597172,Martin Luther School,"06923 Smith Rest, Lopezburgh, CT 42775"
April Carpenter,9008816835.0,85.0,95.0,79.0,A,Very Good Achivement,552031,Martin Luther School,"78490 Emily Divide Suite 049, Christineland, NY 66390"
Yvonne Day,9510646157.0,43.0,14.0,80.0,D,Poor Pursuance,599910,Martin Luther School,"74102 Khan Extensions Suite 074, Micheletown, KY 68305"
Patricia Porter,9793386670.0,63.0,18.0,10.0,F,Failed,516631,Martin Luther School,"972 Alan Parkways Suite 473, Lake Stacyville, IN 53082"
Kevin May,9555940201.0,31.0,29.0,16.0,F,Failed,563767,Martin Luther School,"38043 Stacey Ville, Ronnietown, GA 42968"
David Lindsey,9794313568.0,69.0,89.0,94.0,A,Very Good Achivement,561301,Martin Luther School,"48705 Brian Lights Suite 128, Victorialand, MH 65641"
Steven Wilson,9252296430.0,80.0,82.0,89.0,A,Very Good Achivement,546356,Martin Luther School,"15892 Salinas Well, Jasmineberg, GA 63513"
Hayley Clark,9641941386.0,56.0,16.0,32.0,D,Poor Pursuance,577417,Martin Luther School,"67911 Dunlap Estates Suite 449, New Kevinshire, VI 76648"
Scott Simpson,9645683460.0,88.0,95.0,57.0,B+,Good Pursuance,563265,Martin Luther School,"92148 Luna Mission, North Tina, AK 89580"
Brandon Anderson,9389113466.0,74.0,14.0,37.0,D,Poor Pursuance,591628,Martin Luther School,"1324 Benitez Avenue Apt. 326, North Coreystad, NH 66848"
Renee Roberts,9396273707.0,97.0,29.0,51.0,C,Below Average Achivement,510021,Martin Luther School,"779 Erin Wells Suite 344, Jonestown, RI 34175"
Theresa Russell,9723759221.0,26.0,79.0,51.0,C,Below Average Achivement,582394,Martin Luther School,"USNS Williams, FPO AP 97337"
Sean Bennett,9221003169.0,81.0,71.0,96.0,A,Very Good Achivement,594538,Martin Luther School,"4372 Tiffany Mission Apt. 861, New Joyton, ME 32171"
Charles Herrera,9897706174.0,64.0,23.0,88.0,C,Below Average Achivement,559236,Martin Luther School,"438 Andre Greens Suite 506, Davidland, AK 02542"
Ashlee Kidd,9030157436.0,74.0,50.0,73.0,B,Average Performance,552840,Martin Luther School,"782 Phillips Coves, Kellyfort, WA 25144"
Darrell Garcia,9109562170.0,27.0,87.0,79.0,B,Average Performance,512539,Martin Luther School,"466 Reyes Unions Apt. 876, West John, MN 04836"
Jason Robinson,9272275692.0,35.0,97.0,14.0,D,Poor Pursuance,556568,Martin Luther School,"4110 Travis Islands, Westshire, MA 61240"
Sara Logan,9257303535.0,94.0,52.0,43.0,B,Average Performance,509848,Martin Luther School,"8273 Taylor Greens Suite 409, Brendaside, FM 10693"
Tyler Schultz,9627912127.0,91.0,19.0,81.0,B,Average Performance,510641,Martin Luther School,"41942 Lori Overpass Suite 409, Port Mckenziehaven, WV 39765"
Nicholas Rice,9764598717.0,30.0,20.0,58.0,D,Poor Pursuance,574061,Martin Luther School,"USNS Clay, FPO AA 11930"
Cynthia Houston,9978444455.0,53.0,33.0,19.0,D,Poor Pursuance,535820,Martin Luther School,"536 Hill Grove, New Rachelhaven, OK 01775"
Kelly Chang,9572210133.0,78.0,48.0,62.0,B,Average Performance,519371,Martin Luther School,"446 Kristina Place, Martinshire, MT 60974"
Emily Cunningham,9933125749.0,86.0,44.0,94.0,B+,Good Pursuance,557725,Martin Luther School,"Unit 7130 Box 9608, DPO AE 86875"
Pamela Wilson,9818784978.0,49.0,61.0,23.0,D,Poor Pursuance,550172,Martin Luther School,"1761 Anthony Square, South Jennifer, WY 80717"
Mrs. Bonnie Howard DDS,9639219004.0,67.0,59.0,41.0,C,Below Average Achivement,561251,Martin Luther School,"094 Ramsey Course, North Patrickfurt, MP 35270"
Elizabeth Roberts,9577842656.0,73.0,27.0,73.0,C,Below Average Achivement,576803,Martin Luther School,"USNV Fox, FPO AE 99440"
Joel Gallegos,9523973954.0,86.0,100.0,14.0,B,Average Performance,534598,Martin Luther School,"56746 Janet Forest, Lake Nicoletown, DE 52574"
Dawn Carter,9699773855.0,45.0,73.0,52.0,C,Below Average Achivement,598895,Martin Luther School,"9130 Graham Mill, Bennettberg, FM 78744"
Jessica Gregory,9357471346.0,88.0,60.0,28.0,C,Below Average Achivement,559772,Martin Luther School,"5671 Miles River Apt. 181, Lake Randy, KS 22872"
Chelsea Peterson,9117119523.0,26.0,66.0,50.0,D,Poor Pursuance,586506,Martin Luther School,"844 Renee Bypass, North Kimberly, AK 14465"
Michael Hill,9829962952.0,87.0,65.0,15.0,C,Below Average Achivement,576439,Martin Luther School,"44342 Hicks Park Suite 570, West Sabrinamouth, OH 24306"
William Jackson PhD,9098141674.0,36.0,95.0,74.0,B,Average Performance,561765,Martin Luther School,"63744 Mccormick Trail, Port Dylanville, OH 46692"
Kathy Jordan,9667156006.0,40.0,24.0,52.0,D,Poor Pursuance,573426,Martin Luther School,"63625 Travis View, Jefferyfurt, MO 31493"
Dr. Valerie Fitzgerald,9186516699.0,51.0,14.0,29.0,F,Failed,501494,Martin Luther School,"997 Berger Circle, Port Erinfurt, NM 29964"
David Ramirez,9265239919.0,68.0,27.0,18.0,D,Poor Pursuance,585956,Martin Luther School,"20007 Mckenzie Heights Apt. 926, New Maureen, IA 41373"
William Garcia,9890548108.0,100.0,22.0,68.0,B,Average Performance,547279,Martin Luther School,"USNS Bush, FPO AP 91554"
Jeffrey Ayers,9428233483.0,65.0,50.0,64.0,C,Below Average Achivement,549270,Martin Luther School,"93089 Olson Fields Apt. 308, North Paula, MA 69613"
Rhonda Cook,9019726939.0,71.0,34.0,78.0,B,Average Performance,535753,Martin Luther School,"9370 Melissa Avenue Suite 296, New Michaelmouth, NH 98367"
Joseph Pacheco,9446892542.0,58.0,78.0,41.0,C,Below Average Achivement,545904,Martin Luther School,"05108 Patrick Brooks, Lake Lindaville, FM 53207"
Ray Herrera,9115463305.0,34.0,34.0,66.0,D,Poor Pursuance,543829,Martin Luther School,"923 Morgan Corner, South Janet, UT 67180"
Vickie Clark,9330377562.0,54.0,90.0,71.0,B+,Good Pursuance,577277,Martin Luther School,"32401 Small Lodge, East Lindsayburgh, NM 10079"
Erica Smith,9295463682.0,79.0,90.0,62.0,B+,Good Pursuance,571625,Martin Luther School,"781 Boyd Plaza Apt. 550, Port Melinda, LA 73578"
Christine Ryan,9410758112.0,38.0,94.0,17.0,D,Poor Pursuance,568579,Martin Luther School,"47547 Black Glen, Lake Rebecca, TX 09453"
Rebecca Carey,9431367643.0,15.0,44.0,21.0,F,Failed,555185,Martin Luther School,"6103 Arthur Hill, North Lisatown, NH 65370"
Carl Johnson Jr.,9109078370.0,94.0,59.0,51.0,B,Average Performance,514250,Martin Luther School,"517 Mooney Tunnel Apt. 634, Johnhaven, SD 76819"
Ryan Sutton,9265087763.0,37.0,95.0,71.0,B,Average Performance,535688,Martin Luther School,"5396 Michael Road Apt. 897, Bradleymouth, PR 69610"
Steven Romero,9879911433.0,48.0,98.0,21.0,C,Below Average Achivement,597065,Martin Luther School,"0287 Hunter Camp Apt. 239, Lake Edward, VA 48988"
Derek Rose,9695102488.0,87.0,46.0,17.0,D,Poor Pursuance,520200,Martin Luther School,"56000 Ricardo Creek Apt. 076, Kimberlyburgh, KY 40120"
Tyler Ellis,9063085336.0,15.0,100.0,31.0,D,Poor Pursuance,500833,Martin Luther School,"079 Cory Forge, Jamesborough, VA 87216"
Anthony Jimenez,9495242213.0,88.0,81.0,18.0,B,Average Performance,501667,Martin Luther School,"31883 Jenkins Ports Suite 986, Amandatown, FM 32219"
Jeremy Powell,9948887559.0,51.0,88.0,69.0,B,Average Performance,508858,Martin Luther School,"15121 Miller Walk, Lake Sarahfort, PA 74255"
Tracy James,9571069464.0,30.0,31.0,43.0,D,Poor Pursuance,585365,Martin Luther School,"1454 Allison Estates Suite 312, East Brittany, SD 44178"
Renee Kelly,9417304300.0,24.0,82.0,67.0,C,Below Average Achivement,506862,Martin Luther School,"91850 Mcclain Ridges, Colemanside, NV 83340"
Mary Rosales,9664435851.0,72.0,13.0,81.0,C,Below Average Achivement,502687,Martin Luther School,"60650 Jackson Junction, East Kathryn, MT 19179"
Brianna Salazar,9378831988.0,17.0,57.0,89.0,C,Below Average Achivement,552469,Martin Luther School,"97523 Martha Flat Apt. 904, Hodgeston, AZ 02199"
Luke Riggs,9673070007.0,17.0,56.0,92.0,C,Below Average Achivement,582449,Martin Luther School,"80017 Francisco Flat, Lake Kyle, UT 52516"
Kimberly Henderson,9131317456.0,63.0,91.0,62.0,B+,Good Pursuance,500576,Martin Luther School,"74217 Jennifer Shoals Apt. 318, Port Rachel, AK 86986"
Kathryn Clayton,9924916062.0,36.0,22.0,99.0,C,Below Average Achivement,592653,Martin Luther School,"8208 Holden Motorway, South Jade, DC 37072"
Jennifer Williams,9283487737.0,53.0,84.0,39.0,C,Below Average Achivement,533076,Martin Luther School,"72077 Joy Station, West Bobbyborough, SD 41796"
Emily Brown,9875275074.0,44.0,41.0,44.0,D,Poor Pursuance,515810,Martin Luther School,"791 Avila Knoll Suite 895, Rogertown, MT 06528"
Lee Walker,9758328301.0,51.0,64.0,82.0,B,Average Performance,518987,Martin Luther School,"75039 Gina Vista, Mccallland, CA 16607"
Kyle Burns,9291947188.0,88.0,28.0,11.0,D,Poor Pursuance,529163,Martin Luther School,"036 Li Court Apt. 488, Mathisbury, AL 20318"
Robert Harris II,9556036846.0,68.0,16.0,46.0,D,Poor Pursuance,524702,Martin Luther School,"6407 Christine Crest, North Ericatown, MH 15413"
James Palmer,9317960869.0,16.0,86.0,94.0,B,Average Performance,526437,Martin Luther School,"2847 Ortega Fork Suite 915, South Amandabury, RI 25027"
Laura Castaneda,9178386609.0,96.0,26.0,47.0,C,Below Average Achivement,505921,Martin Luther School,"315 Morales Mount, West Morganport, OH 85913"
Dana Jones,9150139731.0,95.0,16.0,15.0,D,Poor Pursuance,561915,Martin Luther School,"500 Jose Port, Lunahaven, OK 67955"
David Fisher,9445571143.0,62.0,88.0,21.0,C,Below Average Achivement,583646,Martin Luther School,"463 Cohen Summit, Lake Jessica, MS 49695"
